date,btc_price
2024-03-01 00:00:00+00:00,61833.60588236263
2024-03-02 00:00:00+00:00,62043.42596673914
2024-03-03 00:00:00+00:00,62185.9574120768
2024-03-04 00:00:00+00:00,65242.81408606099
2024-03-05 00:00:00+00:00,66316.44216093716
2024-03-06 00:00:00+00:00,65878.21578064722
2024-03-07 00:00:00+00:00,66792.15999770541
2024-03-08 00:00:00+00:00,67797.32680288045
2024-03-09 00:00:00+00:00,68398.10261726101
2024-03-10 00:00:00+00:00,69372.9169659822
2024-03-11 00:00:00+00:00,70862.9456082674
2024-03-12 00:00:00+00:00,71732.22102729748
2024-03-13 00:00:00+00:00,72665.35088222561
2024-03-14 00:00:00+00:00,72187.61101324079
2024-03-15 00:00:00+00:00,68611.40866889992
2024-03-16 00:00:00+00:00,68241.70502745429
2024-03-17 00:00:00+00:00,66937.34439283087
2024-03-18 00:00:00+00:00,67716.64709809139
2024-03-19 00:00:00+00:00,64504.47814351358
2024-03-20 00:00:00+00:00,63689.2753647171
2024-03-21 00:00:00+00:00,66681.84642668704
2024-03-22 00:00:00+00:00,64683.20078785752
2024-03-23 00:00:00+00:00,64560.73588976223
2024-03-24 00:00:00+00:00,65169.75054615943
2024-03-25 00:00:00+00:00,68294.84071424541
2024-03-26 00:00:00+00:00,70332.33628903447
